,name,album,artist,release date,length,popularity,url,lyrics
10,Reach,"""7""",S Club 7,2000-06-12,243265,57,https://open.spotify.com/track/6MnWfOgKRkQtY1pRgoTwB1,"[Verse 1: Jo & Bradley]
When the world leaves you feeling blue
You can count on me, I will be there for you
When it seems all your hopes and dreams
Are a million miles away, I will re-assure you

[Pre-Chorus: All]
We've got to all stick together
Good friends are there for each other
Never ever forget that I've got you
And you've got me, so...

[Chorus: All]
Reach for the stars
Climb every mountain higher
Reach for the stars
Follow your heart's desire
Reach for the stars
And when that rainbow's shining over you
That's when your dreams will all come true

[Verse 2: Jon & Jo]
There's a place, waiting just for you (just for you)
It's a special place, where your dreams all come true
Fly away (fly away), swim the ocean blue (swim the ocean blue)
Drive that open road, leave the past behind you

[Pre-Chorus: All]
Don't stop, gotta keep moving
Your hopes, gotta keep building
Never, ever forget that I've got you
And you've got me, so...

[Chorus: All]
Reach for the stars
Climb every mountain higher
Reach for the stars
Follow your heart's desire
Reach for the stars
And when that rainbow's shining over you
That's when your dreams will all come true

[Bridge: Paul]
Don't believe in all that you've been told
The sky's the limit, you can reach your goal
No one knows just what the future holds
There ain't nothing you can't be
There's a whole world at your feet

[Bridge 2: Jo & All]
I said reach
Climb every mountain
(Reach) Reach for the moon
(Reach) Follow that rainbow
And your dreams will all come true

[Chorus: All]
Reach for the stars
Climb every mountain higher
Reach for the stars
Follow your heart's desire
Reach for the stars
And when that rainbow's shining over you
That's when your dreams will all come true

[Chorus: All & Paul]
Reach for the stars (ooh)
Climb every mountain higher
Reach for the stars (reach, reach, reach)
Follow your heart's desire
Reach for the stars
And when that rainbow's shining over you
(shining, shining, shining, shining)
That's when your dreams will all come true

[Chorus: All]
Reach for the stars
Climb every mountain higher
Reach for the stars
Follow your heart's desire
Reach for the stars
[Fade out]"
11,Lucky,Oops!... I Did It Again,Britney Spears,2000-05-16,206226,66,https://open.spotify.com/track/2TTYIwTM2iLC1YOyHuhRMt,"[Intro]
This is a story about a girl named Lucky

[Verse 1]
Early morning, she wakes up
Knock, knock, knock on the door
It's time for makeup, perfect smile
It's you they're all waiting for

[Pre-Chorus]
They go, ""Isn't she lovely, this Hollywood girl?""
And they say

[Chorus]
""She's so lucky, she's a star
But she cry, cry, cries in her lonely heart, thinking
If there's nothing missing in my life
Then why do these tears come at night?""

[Verse 2]
Lost in an image, in a dream
But there's no one there to wake her up
And the world is spinning, and she keeps on winning
But tell me, what happens when it stops?

[Pre-Chorus]
They go, ""Isn't she lovely, this Hollywood girl?""
And they say

[Chorus]
""She's so lucky, she's a star
But she cry, cry, cries in her lonely heart, thinking
If there's nothing missing in my life
Then why do these tears come at night?""

[Interlude]
""Best actress, and the winner is, Lucky!""
""I'm Roger Johnson for Pop News, standing outside the arena waiting for Lucky""
""Oh my God, here she comes!""

[Bridge]
Isn't she lovely, this Hollywood girl?
She is so lucky, but why does she cry?
If there is nothing missing in her life
Why do tears come at night?
And they say

[Chorus]
""She's so lucky, she's a star
But she cry, cry, cries in her lonely heart, thinking
If there's nothing missing in my life
Then why do these tears come at night?""
She's so lucky, she's a star
But she cry, cry, cries in her lonely heart, thinking
If there's nothing missing in my life
Then why do these tears come at night?"
12,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera (Expanded Edition),Christina Aguilera,1999,203333,63,https://open.spotify.com/track/7A0apkTSTvMbSI7yplcmlh,"[Intro]
Come on over, come on over, baby
Come on over, come on over, baby (Here we go, uh, uh)
Come on over, come on over, baby (That's right)
(Yeah, yeah, yeah, yeah) Come on over, come on over, baby

[Verse 1]
Hey, boy, don't you know
I got somethin' goin' on? (Uh, yeah, c'mon, c'mon)
I've got an invitation
Don't you keep me waiting all night long (Mmm, yeah)
I know, you know (You know), so baby, don't (Uh, uh)
Pretend you won't (Pretend you won't)
Keep me guessin' if you, you will or you won't
Don't wanna play that game with you, baby
Said, listen to me

[Chorus]
(All I want is you) Come over here, baby
(All I want is you) You know you make me go crazy
(All I want is you) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you

[Post-Chorus]
Come on over (That's right), come on over, baby (Whoa)
Come on over (Hey, yeah), come on over, baby (C'mon)

[Verse 2]
I'm not just talkin' about your sexuality, oh (Your sexuality)
But I can't help myself when you put your hands on me
(When you put your hands on me) Ooh, whoa, ooh
It's paradise (It's paradise) when you and I
Get close, get tight (Yeah, uh, uh, uh)
One on one, I wanna go all, all night (Uh, yeah)
I wanna play that game with you, baby (Yeah, uh)
Listen to me

[Chorus]
(All I want is you) Come over here, baby, oh
(All I want is you) You know you make me go crazy (So crazy), yeah
(All I want is you) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you

[Post-Chorus]
Come on over
Come on over, baby (Oh, yeah, yeah, yeah, yeah, yeah)
Come on over, come on over, baby

[Bridge]
Don't you wanna be the one tonight?
We could do exactly what you like
Don't you wanna be just you and me?
We could do what comes so naturally
I got a thing for you
Got my mind made up (Yeah)
And I'm serious, never been more, baby
I'm sure that it's real (So sure)
And it's right here, come on
Come on, come on, come on over
Come on, come on, come on over (Oh, yeah, yeah)
Come on, come on, come on over
Come on, come on, come on over (Yeah, yeah, yeah, yeah)
Come on, come on, come on over
Come on, come on, come on (You give me)
What a girl feels, what a girl likes
What a girl needs, what a girl wants (Wants)

[Chorus]
All I, all I want is you
Whoa, baby
(All I want is you) Ooh, you make me go crazy, oh, whoa (Woo)
(All I want is you) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you

[Chorus]
(All I want is you) Oh, yeah, whoa
(All I want is you) You make me go crazy, you
(All I want is you) Now, baby, don't be shy
You better cross the line
I'm gonna love you right
'Cause all I want is you"
13,Life Is A Rollercoaster,Ronan,Ronan Keating,2000-01-01,234826,60,https://open.spotify.com/track/1vlTMKVV0FxG6CxGTmSY3t,"[Verse 1]
(Hey, baby)
You've really got my tail in a spin
(Hey, baby)
I don't even know where to begin
But, baby, I got
One thing I want you to know
Wherever you go tell me 'cause I'm gonna go

[Chorus]
We found love, oh
So don't fight it
Life is a rollercoaster
Just gotta ride it
I need you, ooh
So stop hiding
Our love is a mystery
Girl, let's get inside it

[Verse 2]
(Hey, baby)
You've really got me flying tonight (flying tonight)
(Hey, sugar, ooh, ooh)
You almost got us punched in a fight
(that's all right)
But, baby you know
The one thing I gotta know (know, know)
Wherever you go tell me 'cos I'm gonna show

[Chorus]
We found love, oh
So don't fight it
Life is a rollercoaster
Just gotta ride it
I need you, ooh
So stop hiding
Our love is a mystery
Girl, let's get inside it

[Bridge]
Listen...
Can't you feel my heart (feel my heart)
Can't you feel my heart (feel my heart)
Can't you take my heart

[Chorus]
We found love, oh
So don't fight it
Life is a Rollercoaster
Just gotta ride it (all night long)
I need you, ooh
So stop hiding
Our love is a mystery
Girl, let's get inside it

[Post-Chorus]
(Oh)
Don't fight it, fight it, fight it
(Na, na, na, na, na)
Don't fight it, fight it, fight it
(Na, na, na, na, na)
Don't fight it, fight it, fight it
(Na, na, na, na, na)
Don't fight it, fight it, fight it
(Na, na, na, na, na)
Don't fight it, fight it, fight it
(Na, na, na, na, na)
(Na, na, na, na, na)

[Outro]
Love is a mystery girl
Let's get inside it
Na, na, na, na, na"
14,That's the Way It Is,The Very Best of Celine Dion,Céline Dion,1999,241373,64,https://open.spotify.com/track/5s4catxeZsaWFnOrvrXZHf,"[Intro]
Mmm, mmm
Yeah

[Verse 1]
I can read your mind and I know your story
I see what you're going through, yeah
It's an uphill climb, and I'm feeling sorry
But I know it will come to you, yeah

[Pre-Chorus]
Don't surrender, 'cause you can win
In this thing called love

[Chorus]
When you want it the most, there's no easy way out
When you're ready to go and your heart's left in doubt
Don't give up on your faith
Love comes to those who believe it
And that's the way it is

[Verse 2]
When you question me for a simple answer
I don't know what to say, no
But it's plain to see, if you stick together
You're gonna find a way, yeah

[Pre-Chorus]
So don't surrender, 'cause you can win
In this thing called love

[Chorus]
When you want it the most, there's no easy way out
When you're ready to go and your heart's left in doubt
Don't give up on your faith (Don't give up on your faith)
Love comes to those who believe it
And that's the way it is (That's the way it is)

[Bridge]
When life is empty with no tomorrow
And loneliness starts to call (Loneliness starts)
Baby, don't worry, forget your sorrow
'Cause love's gonna conquer it all, all

[Chorus]
When you want it the most, there's no easy way out
When you're ready to go and your heart's left in doubt
Don't give up on your faith (Don't give up on your faith)
Love comes to those who believe it (And that's the way it is)
When you want it the most, there's no easy way out
When you're ready to go and your heart's left in doubt
Don't give up on your faith (Don't give up your faith)
Love comes to those who believe it
And that's the way it is

[Outro]
That's the way it is (That's the way it is)
That's the way it is, babe
That's the way it is
Don't give up on your faith (Don't give up on your faith)
Love comes to those who believe it
And that's the way it is"
15,Spinning Around,Light Years,Kylie Minogue,2000-09-25,207866,57,https://open.spotify.com/track/3eXI3pYpiY1nRwhvW0c8Qi,"[Intro]
Spinning around, spinning around
Oh

[Chorus]
I'm spinning around, move out of my way
I know you're feeling me 'cause you like it like this
I'm breaking it down, I'm not the same
I know you're feeling me 'cause you like it like this

[Verse 1]
Traded in my sorrow for some joy that I borrowed
From back in the day
Threw away my old clothes, got myself a better wardrobe
I got something to say
I'm through with the past, ain't no point in looking back
The future will be
And did I forget to mention that I found a new direction
And it leads back to me?

[Chorus]
I'm spinning around, move out of my way
I know you're feeling me 'cause you like it like this
I'm breaking it down, I'm not the same
I know you're feeling me 'cause you like it like this

[Verse 2]
The mistakes that I've made have given me the strength
To really believe
And no matter how I take it, there's no way I'm gonna fake it
'Cause it's gotta be real
I've got nothing left to hide, no reason left to fight
'Cause the truth's given me
A new freedom inside, getting rid of my desire
Do you like what you see?

[Chorus]
I'm spinning around, move out of my way
I know you're feeling me 'cause you like it like this
I'm breaking it down, I'm not the same
I know you're feeling me 'cause you like it like this (Ooh)

[Bridge]
Baby, baby, baby
You know you like it like this
Oh, baby, baby, baby
You know you like it like this
Oh, baby, baby, baby

[Chorus]
I'm spinning around, move out of my way
I know you're feeling me 'cause you like it like this
I'm breaking it down (I'm not the same)
I'm not the same (I know you feel me)
I know you're feeling me 'cause you like it like this

[Outro]
Feel me 'cause you like it like this, oh
I'm not the same
I know you like it like this, oh
Ooh yeah, like it like this, like it like this
I'm not the same, like it like this
I'm not the same, I'm not the same, oh"
16,My Love,Coast To Coast (Expanded Edition),Westlife,2000,231760,68,https://open.spotify.com/track/5p0ietGkLNEqx1Z7ijkw5g,"[Verse 1]
An empty street, an empty house
A hole inside my heart
I'm all alone, the rooms are getting smaller
I wonder how, I wonder why
I wonder where they are
The days we had, the songs we sang together
Oh yeah

[Pre-Chorus]
And oh, my love
I'm holding on forever
Reaching for the love that seems so far

[Chorus]
So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again, my love

[Verse 2]
I try to read, I go to work
I'm laughing with my friends
But I can't stop, to keep myself from thinking, oh no
I wonder how, I wonder why
I wonder where they are
The days we had the songs, we sang together
Oh yeah

[Pre-Chorus]
And oh, my love
I'm holding on forever
Reaching for the love that seems so far

[Chorus]
So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again

[Bridge]
To hold you in my arms
To promise you my love
To tell you from the heart
You're all I'm thinking of
I'm reaching for the love that seem so far

[Chorus]
(So) So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again, my love
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again (My love)

[Outro]
So I say a little prayer
And hope my dreams will take me there
Where the skies are blue
To see you once again (Oh, my love)
Overseas from coast to coast
To find a place I love the most
Where the fields are green
To see you once again, my love"
17,Teenage Dirtbag,Wheatus,Wheatus,1999-02-15,241666,71,https://open.spotify.com/track/25FTMokYEbEWHEdss5JLZS,"[Verse 1]
Her name is Noelle
I have a dream about her
She rings my bell
I got gym class in half an hour
Oh, how she rocks
In Keds and tube socks
But she doesn't know who I am
And she doesn't give a damn about me

[Chorus]
'Cause I'm just a teenage dirtbag, baby
Yeah, I'm just a teenage dirtbag, baby
Listen to Iron Maiden, baby, with me, ooh

[Verse 2]
Her boyfriend's a dick
And he brings a gun to school
And he'd simply kick
My ass if he knew the truth
He lives on my block
And he drives an IROC
But he doesn't know who I am
And he doesn't give a damn about me

[Chorus]
'Cause I'm just a teenage dirtbag, baby
Yeah, I'm just a teenage dirtbag, baby
Listen to Iron Maiden, baby, with me, ooh

[Bridge]
Oh, yeah, dirtbag
No, she doesn't know what she's missin'
Oh, yeah, dirtbag
No, she doesn't know what she's missin'

[Verse 3]
Man, I feel like mold
It's prom night and I am lonely
Lo and behold
She's walkin' over to me
This must be fake
My lip starts to shake
How does she know who I am?
And why does she give a damn about me?
I've got two tickets to Iron Maiden, baby
Come with me Friday, don't say maybe
I'm just a teenage dirtbag, baby, like you

[Outro]
Oh, yeah, dirtbag
No, she doesn't know what she's missin'
Oh, yeah, dirtbag
No, she doesn't know what she's missin'.."
18,It's Gonna Be Me,No Strings Attached,*NSYNC,2000-03-21,191040,59,https://open.spotify.com/track/35zGjsxI020C2NPKp2fzS7,"[Intro: Justin]
(It's gonna be me)
Oooh yeah

[Verse 1: Justin with Chris]
You might've been hurt, babe
That ain't no lie
You've seen them all come and go
I remember you told me
That it made you believe in
No man, no cry
Maybe that's why

[Chorus: All]
Every little thing I do
Never seems enough for you
You don't wanna lose it again
But I'm not like them
Baby, when you finally
Get to love somebody
Guess what?
It's gonna be me

[Verse 2: JC with Chris & Justin]
You've got no choice, babe
But to move on and you know
There ain't no time to waste
You're just too blind to see
But in the end
You know it's gonna be me
You can't deny
So just tell me why

[Chorus: All, Justin & JC]
Every little thing I do
Never seems enough for you
You don't wanna lose it again
But I'm not like them
Baby, when you finally (finally)
Get to love somebody (somebody)
Guess what
It's gonna be me (me)

[Interlude: Justin]
(It's gonna be me)
Ay, ay, ay
Oooh yeah, yeah

[Middle 8: Justin]
There comes a day
When I'll be the one, you'll see

(Lance: It's gonna...)
(Joey: Gonna...)
(Justin: Gonna...)
(JC: Gonna...)
(Chris: Gonna)
Justin: It's gonna be me

[Bridge: All & Justin]
All that I do is not enough for you
Don't wanna lose it but I'm not like that
When finally (finally)
You get to love (ah, ah ah)
Guess what?

[Chorus: All, JC & Justin]
Every little thing I do
Never seems enough for you
(For you, babe)
You don't wanna lose it again
(Don't wanna lose it)
But I'm not like them
Baby, when you finally (finally)
Get to love somebody (love)
Guess what
It's gonna be me
Every little thing I do (ah, ah ah oh!)
Never seems enough for you
You don't wanna lose it again
(Don't wanna lose it)
But I'm not like them
Baby, when you finally (finally)
Get to love somebody (love somebody)
Guess what?
It's gonna be me"
19,Thank God I Found You (feat. Joe & 98°),Rainbow,Mariah Carey,1999-10-29,257360,58,https://open.spotify.com/track/1RS3LStQYhju50eBdD9Uul,"[Verse 1: Mariah Carey]
I would give up everything
Before I'd separate myself from you
After so much suffering
I finally found unvarnished truth
I was all by myself for the longest time
So cold inside
And the hurt from the heartache would not subside
I felt like dying
Until you saved my life

[Chorus: All]
Thank God I found you
I was lost without you
My every wish and every dream
Somehow became reality
When you brought the sunlight
Completed my whole life
I'm overwhelmed with gratitude
'Cause baby I'm so thankful I found you

[Verse 2: Joe & 98°]
I will give you everything
There's nothing in this world I wouldn't do
To ensure your happiness
I'll cherish every part of you
'Cause without you beside me I can't survive
Don't wanna try
If you keeping me warm each and every night
I'll be alright
'Cause I need you in my life

[Chorus: All]
Thank God I found you
I was lost without you
My every wish and every dream
Somehow became reality
When you brought the sunlight
Completed my whole life
I'm overwhelmed with gratitude
'Cause baby, I'm so thankful I found you

[Bridge: All]
See, I was so desolate before you came to me
Looking back
I guess it shows that we were destined
To shine over the rain, to appreciate
The gift of what we have
And I'd go through it all over again
To be able to feel
This way

[Chorus: 98° with ad-libs from Mariah Carey & Joe]
Thank God I found you
I was lost without you
My every wish and every dream
Somehow became reality
When you brought the sunlight
Completed my whole life
I'm overwhelmed with gratitude
See baby, I'm so thankful I found you
Thank God I found you
I was lost without you
I'm overwhelmed with gratitude
My baby, I'm so thankful I found
You
You

[Outro: Mariah Carey]
I'm overwhelmed with gratitude
My baby, I'm so thankful I found you"
20,Shape of My Heart,Black & Blue,Backstreet Boys,2000-11-21,230093,70,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D,"[Intro: Brian]
Hmm, mmmh, yeah, yeah

[Verse 1: Brian with Howie]
Baby, please try to forgive me
Stay here, don't put out the glow
Hold me now don't bother
If every minute it makes me weaker
You can save me from the man
That I've become, oh yeah

[Chorus: All]
Looking back on the things I've done
I was trying to be someone
I played my part, kept you in the dark
Now let me show you the shape of my heart

[Verse 2: AJ with Kevin & Howie]
Sadness is beautiful
Loneliness that's tragical
So help me I can't win this war, oh no
Touch me now, don't bother
If every second it makes me weaker
You can save me from the man I've become

[Chorus: All & AJ]
Looking back on the things I've done
I was trying to be someone
I played my part, kept you in the dark (in the dark)
Now let me show you the shape of my heart

[Bridge: Nick]
I'm here with my confession
Got nothing to hide no more
I don't know where to start
But to show you the shape of my heart

[Chorus: All, Brian, (AJ) & Nick]
I'm lookin' back on things I've done
I never wanna play the same old part
I'll keep you in the dark (keep you in the dark)
Now let me show you the shape of my heart (heart!)
Looking back on the things I've done
I was trying to be someone (trying to be someone)
I played my part, kept you in the dark
Now let me show you the shape of my heart
(Now let me show you the true shape of my heart!)
Looking back on the things I've done
I was trying to be someone
I played my part, kept you in the dark
Now let me show you the shape of...

[Outro: AJ]
Show you the shape of my heart"
